id,popularity,is_playable,linked_from,available_markets,disc_number,duration_ms,explicit,href,name,preview_url,track_number,uri,album.name,album.album_group,album.album_type,album.id,album.uri,album.available_markets,album.href,album.images,album.external_urls.spotify,album.release_date,album.release_date_precision,external_ids.isrc,external_urls.spotify,artists_ids
0EgkGFmAdFLkZVtbyGlQRe,63.0,True,,,1.0,194453.0,True,https://api.spotify.com/v1/tracks/0EgkGFmAdFLkZVtbyGlQRe,Top Gone (with Lunay),,1.0,spotify:track:0EgkGFmAdFLkZVtbyGlQRe,Top Gone (with Lunay),,single,6pzt4VtRQPVattiSb1ZZAO,spotify:album:6pzt4VtRQPVattiSb1ZZAO,,https://api.spotify.com/v1/albums/6pzt4VtRQPVattiSb1ZZAO,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735873ba0f9139f944f7e199a8'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025873ba0f9139f944f7e199a8'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515873ba0f9139f944f7e199a8'}]",https://open.spotify.com/album/6pzt4VtRQPVattiSb1ZZAO,2020-08-05,day,USUM72014343,https://open.spotify.com/track/0EgkGFmAdFLkZVtbyGlQRe,"5zctI4wO9XSKS8XwcnqEHk,47MpMsUfWtgyIIBEFOr4FE"
,,,,,,,,,,,,,,,,,,,,,,,,,,
0ElChzsyMigwWa8thENSZ5,39.0,True,,,1.0,211276.0,False,https://api.spotify.com/v1/tracks/0ElChzsyMigwWa8thENSZ5,Hips Don't Lie,https://p.scdn.co/mp3-preview/be87d1500603164994477a20a21accf74356176a?cid=e44e7b8278114c7db211c00ea273ac69,4.0,spotify:track:0ElChzsyMigwWa8thENSZ5,"Medieval Style (Kind of, but Not Really)",,album,0xi9TiC5ZKywn5a9VqIJPj,spotify:album:0xi9TiC5ZKywn5a9VqIJPj,,https://api.spotify.com/v1/albums/0xi9TiC5ZKywn5a9VqIJPj,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273df830f4af610b9ea6eb23d27'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02df830f4af610b9ea6eb23d27'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851df830f4af610b9ea6eb23d27'}]",https://open.spotify.com/album/0xi9TiC5ZKywn5a9VqIJPj,2020-08-06,day,QZGWW2139741,https://open.spotify.com/track/0ElChzsyMigwWa8thENSZ5,545kLWS5VxeA7THdr1eIyO
,,,,,,,,,,,,,,,,,,,,,,,,,,
4IOYk6epkzXT38U4ShauZ6,65.0,True,,,1.0,177855.0,False,https://api.spotify.com/v1/tracks/4IOYk6epkzXT38U4ShauZ6,Kolors,https://p.scdn.co/mp3-preview/9cd9f849cd1e84bf43b5d6698b9fad8f28357bdd?cid=e44e7b8278114c7db211c00ea273ac69,2.0,spotify:track:4IOYk6epkzXT38U4ShauZ6,Soulection White Label - Monte Booker,,single,6bzDf8hYZbCuwjLoEPRvtE,spotify:album:6bzDf8hYZbCuwjLoEPRvtE,,https://api.spotify.com/v1/albums/6bzDf8hYZbCuwjLoEPRvtE,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739d189930eb40ae0868383d7f'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029d189930eb40ae0868383d7f'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519d189930eb40ae0868383d7f'}]",https://open.spotify.com/album/6bzDf8hYZbCuwjLoEPRvtE,2016-06-29,day,QM24S1650080,https://open.spotify.com/track/4IOYk6epkzXT38U4ShauZ6,"4p75GTNEXwsAAkpweMVtKo,1ybINI1qPiFbwDXamRtwxD"
1tEto4JrqNmBZFH5uAiYqb,59.0,True,,,1.0,264900.0,False,https://api.spotify.com/v1/tracks/1tEto4JrqNmBZFH5uAiYqb,Sadi Gali,https://p.scdn.co/mp3-preview/234a2d9f9a64ccb8cad0c5ddc4695f1df4f90c26?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:1tEto4JrqNmBZFH5uAiYqb,Tanu Weds Manu,,album,5R0EsoxxqsmxdJEuM1JPFd,spotify:album:5R0EsoxxqsmxdJEuM1JPFd,,https://api.spotify.com/v1/albums/5R0EsoxxqsmxdJEuM1JPFd,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27388cd0451da5de305f16ae6f9'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0288cd0451da5de305f16ae6f9'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485188cd0451da5de305f16ae6f9'}]",https://open.spotify.com/album/5R0EsoxxqsmxdJEuM1JPFd,2011-02-02,day,INS181100248,https://open.spotify.com/track/1tEto4JrqNmBZFH5uAiYqb,7w4cOzDZ5rfomlKHfunmbV
,,,,,,,,,,,,,,,,,,,,,,,,,,
6ToFxXRBtl5TJFEyIoYK3f,65.0,True,,,1.0,277306.0,False,https://api.spotify.com/v1/tracks/6ToFxXRBtl5TJFEyIoYK3f,Mirrors - Radio Edit,https://p.scdn.co/mp3-preview/5f8095bb3d3c4345e582811f13942da157d0616d?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:6ToFxXRBtl5TJFEyIoYK3f,Mirrors (Radio Edit),,single,28GWVLkctSuSWQ1EUIxZ8m,spotify:album:28GWVLkctSuSWQ1EUIxZ8m,,https://api.spotify.com/v1/albums/28GWVLkctSuSWQ1EUIxZ8m,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273187d11964b2d17c5227bbcef'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02187d11964b2d17c5227bbcef'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851187d11964b2d17c5227bbcef'}]",https://open.spotify.com/album/28GWVLkctSuSWQ1EUIxZ8m,2013-02-11,day,USRC11300246,https://open.spotify.com/track/6ToFxXRBtl5TJFEyIoYK3f,31TPClRtHm23RisEBtV3X7
54bFM56PmE4YLRnqpW6Tha,91.0,True,,,1.0,174321.0,False,https://api.spotify.com/v1/tracks/54bFM56PmE4YLRnqpW6Tha,Therefore I Am,,1.0,spotify:track:54bFM56PmE4YLRnqpW6Tha,Therefore I Am,,single,5G58VVE9ub1KE01Mvbd8XM,spotify:album:5G58VVE9ub1KE01Mvbd8XM,,https://api.spotify.com/v1/albums/5G58VVE9ub1KE01Mvbd8XM,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fec5ef9f3133aff71c525acc'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fec5ef9f3133aff71c525acc'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fec5ef9f3133aff71c525acc'}]",https://open.spotify.com/album/5G58VVE9ub1KE01Mvbd8XM,2020-11-12,day,USUM72021500,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,6qqNVTkY8uBg9cP3Jd7DAH
1moFkZDqcjQNeXtyoanLHv,66.0,True,,,1.0,183518.0,False,https://api.spotify.com/v1/tracks/1moFkZDqcjQNeXtyoanLHv,Blah Blah Blah,https://p.scdn.co/mp3-preview/34cd292387d7190d8a4a6956675fad86cde01395?cid=e44e7b8278114c7db211c00ea273ac69,5.0,spotify:track:1moFkZDqcjQNeXtyoanLHv,Balance,,album,5cqwXF2j9LkvFInBFlnQd3,spotify:album:5cqwXF2j9LkvFInBFlnQd3,,https://api.spotify.com/v1/albums/5cqwXF2j9LkvFInBFlnQd3,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733c68bf2b92f49ae6732fc8f1'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023c68bf2b92f49ae6732fc8f1'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513c68bf2b92f49ae6732fc8f1'}]",https://open.spotify.com/album/5cqwXF2j9LkvFInBFlnQd3,2019-10-25,day,NLF711805914,https://open.spotify.com/track/1moFkZDqcjQNeXtyoanLHv,0SfsnGyD8FpIN4U4WCkBZ5
77yKHvTFNzqvX8gXa7uYeQ,56.0,True,,,1.0,163946.0,True,https://api.spotify.com/v1/tracks/77yKHvTFNzqvX8gXa7uYeQ,Fuck It Up,https://p.scdn.co/mp3-preview/29294b88c31573af6c5f7fbeab17810a56b65813?cid=e44e7b8278114c7db211c00ea273ac69,8.0,spotify:track:77yKHvTFNzqvX8gXa7uYeQ,Ocho Season,,album,0Uz4Ezmd2vk3xZ8WdWRpWo,spotify:album:0Uz4Ezmd2vk3xZ8WdWRpWo,,https://api.spotify.com/v1/albums/0Uz4Ezmd2vk3xZ8WdWRpWo,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273228e2eb9b396bf4115a81683'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02228e2eb9b396bf4115a81683'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851228e2eb9b396bf4115a81683'}]",https://open.spotify.com/album/0Uz4Ezmd2vk3xZ8WdWRpWo,2018-11-30,day,USUYG1229054,https://open.spotify.com/track/77yKHvTFNzqvX8gXa7uYeQ,761TVEWipkW4DkdWHNZ9w9
6AfopDriwpgSKhJ32h9pwh,49.0,True,,,1.0,135784.0,False,https://api.spotify.com/v1/tracks/6AfopDriwpgSKhJ32h9pwh,Among Us,https://p.scdn.co/mp3-preview/92a92a08678aa44bebe4956bb2953f7823726457?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:6AfopDriwpgSKhJ32h9pwh,Among Us,,single,7z2f5LFIxE1r6ciD5n6SFz,spotify:album:7z2f5LFIxE1r6ciD5n6SFz,,https://api.spotify.com/v1/albums/7z2f5LFIxE1r6ciD5n6SFz,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735e882d98d7954076fcc51b26'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025e882d98d7954076fcc51b26'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515e882d98d7954076fcc51b26'}]",https://open.spotify.com/album/7z2f5LFIxE1r6ciD5n6SFz,2020-09-09,day,QZK6J2095138,https://open.spotify.com/track/6AfopDriwpgSKhJ32h9pwh,3bmNg1VxW45Oy2S2JzELkQ
,,,,,,,,,,,,,,,,,,,,,,,,,,
6malXHdAXWCtM9xpO1zfL3,0.0,True,,,1.0,300000.0,False,https://api.spotify.com/v1/tracks/6malXHdAXWCtM9xpO1zfL3,Selfish Desires - Extended Mix,https://p.scdn.co/mp3-preview/7f5f641e763021ed14b6fb9e79f63254bafc609f?cid=e44e7b8278114c7db211c00ea273ac69,9.0,spotify:track:6malXHdAXWCtM9xpO1zfL3,"Dance Factory, Vol. 8",,compilation,6A5fZTqEBtPiGk5slM5b0g,spotify:album:6A5fZTqEBtPiGk5slM5b0g,,https://api.spotify.com/v1/albums/6A5fZTqEBtPiGk5slM5b0g,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731cf5d84cccb47fdb13ffa6f4'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021cf5d84cccb47fdb13ffa6f4'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511cf5d84cccb47fdb13ffa6f4'}]",https://open.spotify.com/album/6A5fZTqEBtPiGk5slM5b0g,2019-02-08,day,ITS131800097,https://open.spotify.com/track/6malXHdAXWCtM9xpO1zfL3,5xErCz7D25FaaKAUbpz2cz
,,,,,,,,,,,,,,,,,,,,,,,,,,
5X0VAhIXRbcnKnZi1k9orw,30.0,True,,,1.0,182906.0,False,https://api.spotify.com/v1/tracks/5X0VAhIXRbcnKnZi1k9orw,It's Tricky,https://p.scdn.co/mp3-preview/ba64d2628f155aed2ebf90f00e3694c9ac5b015d?cid=e44e7b8278114c7db211c00ea273ac69,9.0,spotify:track:5X0VAhIXRbcnKnZi1k9orw,Can't Hardly Wait,,compilation,5Rb6Q94DDEPWakydob5bPp,spotify:album:5Rb6Q94DDEPWakydob5bPp,,https://api.spotify.com/v1/albums/5Rb6Q94DDEPWakydob5bPp,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273603b20a86215fb9924572b54'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02603b20a86215fb9924572b54'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851603b20a86215fb9924572b54'}]",https://open.spotify.com/album/5Rb6Q94DDEPWakydob5bPp,1998-05-26,day,USEE10900657,https://open.spotify.com/track/5X0VAhIXRbcnKnZi1k9orw,3CQIn7N5CuRDP8wEI7FiDA
78HutMlGCBJUIv6ckenQxV,38.0,True,,,1.0,114424.0,False,https://api.spotify.com/v1/tracks/78HutMlGCBJUIv6ckenQxV,Rhythm Thief but Cursed,https://p.scdn.co/mp3-preview/47adae7b8e0c7e678d11db82447ab3b206bfdb66?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:78HutMlGCBJUIv6ckenQxV,Rhythm Thief but Cursed,,single,30Ju3oagbIVzSvKgUSh97B,spotify:album:30Ju3oagbIVzSvKgUSh97B,,https://api.spotify.com/v1/albums/30Ju3oagbIVzSvKgUSh97B,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c067e9f94d980fe7bf70fc69'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c067e9f94d980fe7bf70fc69'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c067e9f94d980fe7bf70fc69'}]",https://open.spotify.com/album/30Ju3oagbIVzSvKgUSh97B,2020-05-06,day,TCAEW2040209,https://open.spotify.com/track/78HutMlGCBJUIv6ckenQxV,0d1N6aOmtAiegUsDEwlBqL
4PbgoQWHYttOds7qsAsBpd,26.0,True,,,1.0,207096.0,False,https://api.spotify.com/v1/tracks/4PbgoQWHYttOds7qsAsBpd,Body - Chus & Ceballos Remix,https://p.scdn.co/mp3-preview/3aedd8f883ca9a3d182be2f3fa06bf41b789e028?cid=e44e7b8278114c7db211c00ea273ac69,5.0,spotify:track:4PbgoQWHYttOds7qsAsBpd,Body,,single,3S2swbfMWAS4nQ9QFQZcX3,spotify:album:3S2swbfMWAS4nQ9QFQZcX3,,https://api.spotify.com/v1/albums/3S2swbfMWAS4nQ9QFQZcX3,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d80ec1503ffc14b0d5cff1cb'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d80ec1503ffc14b0d5cff1cb'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d80ec1503ffc14b0d5cff1cb'}]",https://open.spotify.com/album/3S2swbfMWAS4nQ9QFQZcX3,2018-07-20,day,NLF711807064,https://open.spotify.com/track/4PbgoQWHYttOds7qsAsBpd,"6t1gpxYbY8OlLA7D2RiikQ,3yjqxf3d3aCOFrrsxIl326,5uEeqYFuIChoWKy34jp8xE"
5buj0D6E7rCRFi3xV9STYo,66.0,True,,,1.0,141714.0,False,https://api.spotify.com/v1/tracks/5buj0D6E7rCRFi3xV9STYo,Red Kingdom,https://p.scdn.co/mp3-preview/e0cb7f76ee3316f92dfbeb1014b3f51f9c4553c7?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:5buj0D6E7rCRFi3xV9STYo,Red Kingdom,,single,3dWpMOAVUkJCicbyHyFa7L,spotify:album:3dWpMOAVUkJCicbyHyFa7L,,https://api.spotify.com/v1/albums/3dWpMOAVUkJCicbyHyFa7L,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736a91f27d2e8929d97a05359f'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026a91f27d2e8929d97a05359f'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516a91f27d2e8929d97a05359f'}]",https://open.spotify.com/album/3dWpMOAVUkJCicbyHyFa7L,2019-09-11,day,USZHR1800401,https://open.spotify.com/track/5buj0D6E7rCRFi3xV9STYo,6UBA15slIuadJ8h2lPRPos
,,,,,,,,,,,,,,,,,,,,,,,,,,
6Z8oU8xMOie24Cflh2Sw6p,55.0,True,,,1.0,274853.0,False,https://api.spotify.com/v1/tracks/6Z8oU8xMOie24Cflh2Sw6p,Venmegam,https://p.scdn.co/mp3-preview/3883b2823eb376377d64dcdff435652a8c378a83?cid=e44e7b8278114c7db211c00ea273ac69,4.0,spotify:track:6Z8oU8xMOie24Cflh2Sw6p,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),,album,6NiIEKpKQaWY16PwCfbS5V,spotify:album:6NiIEKpKQaWY16PwCfbS5V,,https://api.spotify.com/v1/albums/6NiIEKpKQaWY16PwCfbS5V,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731d95a687101bd4cd802c83a1'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021d95a687101bd4cd802c83a1'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511d95a687101bd4cd802c83a1'}]",https://open.spotify.com/album/6NiIEKpKQaWY16PwCfbS5V,2008-10-17,day,INS171100414,https://open.spotify.com/track/6Z8oU8xMOie24Cflh2Sw6p,"6AiX12wXdXFoGJ2vk8zBjy,2NoJ7NuNs9nyj8Thoh1kbu"
4tcPIwy0UvLYjhXLrMyx89,61.0,True,,,1.0,150635.0,False,https://api.spotify.com/v1/tracks/4tcPIwy0UvLYjhXLrMyx89,Pump It Up,https://p.scdn.co/mp3-preview/f704b0e6e50729e70aff6980e64af584cae48ee2?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:4tcPIwy0UvLYjhXLrMyx89,Pump It Up,,single,5Y7ArkpG6klUEQuhTvEEpM,spotify:album:5Y7ArkpG6klUEQuhTvEEpM,,https://api.spotify.com/v1/albums/5Y7ArkpG6klUEQuhTvEEpM,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e531450d406375e9ade82725'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e531450d406375e9ade82725'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e531450d406375e9ade82725'}]",https://open.spotify.com/album/5Y7ArkpG6klUEQuhTvEEpM,2020-03-12,day,GBCPZ1916610,https://open.spotify.com/track/4tcPIwy0UvLYjhXLrMyx89,6F3vLfyutkUhpM50G84eMt
5ZbmD0Bo2Tyj14sAAmEgbd,46.0,True,,,1.0,261539.0,False,https://api.spotify.com/v1/tracks/5ZbmD0Bo2Tyj14sAAmEgbd,Bright Low,https://p.scdn.co/mp3-preview/10f91dfe68ea60fd39b628972d8f51b59fd47cae?cid=e44e7b8278114c7db211c00ea273ac69,3.0,spotify:track:5ZbmD0Bo2Tyj14sAAmEgbd,Music Hot,,album,29XhXgmWcuJT0r0WKz3tNl,spotify:album:29XhXgmWcuJT0r0WKz3tNl,,https://api.spotify.com/v1/albums/29XhXgmWcuJT0r0WKz3tNl,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730164d7e36ed0cfc48fc00dc9'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020164d7e36ed0cfc48fc00dc9'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510164d7e36ed0cfc48fc00dc9'}]",https://open.spotify.com/album/29XhXgmWcuJT0r0WKz3tNl,2018-05-16,day,usdy41892663,https://open.spotify.com/track/5ZbmD0Bo2Tyj14sAAmEgbd,20wrQurgPiqGwdy400EHUm
7vrJn5hDSXRmdXoR30KgF1,93.0,True,,,1.0,178946.0,True,https://api.spotify.com/v1/tracks/7vrJn5hDSXRmdXoR30KgF1,BICHOTA,,1.0,spotify:track:7vrJn5hDSXRmdXoR30KgF1,BICHOTA,,single,6LO6I2uJMkc0u7GHBYHa4Y,spotify:album:6LO6I2uJMkc0u7GHBYHa4Y,,https://api.spotify.com/v1/albums/6LO6I2uJMkc0u7GHBYHa4Y,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a9c7357101e65ee6af3c3789'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a9c7357101e65ee6af3c3789'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a9c7357101e65ee6af3c3789'}]",https://open.spotify.com/album/6LO6I2uJMkc0u7GHBYHa4Y,2020-10-23,day,USUM72019324,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,790FomKkXshlbRYZFtlgla
1wsL4Lgoo27ETnLt6svbnT,71.0,True,,,1.0,146233.0,False,https://api.spotify.com/v1/tracks/1wsL4Lgoo27ETnLt6svbnT,Senta no Fazendeiro,https://p.scdn.co/mp3-preview/5932e0a02de9e5bae076d43ed21e0a20a2dada91?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:1wsL4Lgoo27ETnLt6svbnT,Senta no Fazendeiro,,single,2ahXczQYnPZQnvuTuha1wI,spotify:album:2ahXczQYnPZQnvuTuha1wI,,https://api.spotify.com/v1/albums/2ahXczQYnPZQnvuTuha1wI,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273322993c8bbe658959828b5cf'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02322993c8bbe658959828b5cf'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851322993c8bbe658959828b5cf'}]",https://open.spotify.com/album/2ahXczQYnPZQnvuTuha1wI,2019-07-01,day,QZGLM1950995,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT,6qrqAYlS6lUj2BVXax7SZW
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
3ZFTkvIE7kyPt6Nu3PEa7V,83.0,True,,,1.0,218093.0,False,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=e44e7b8278114c7db211c00ea273ac69,3.0,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"Oral Fixation, Vol. 2 (Expanded Edition)",,album,5ppnlEoj4HdRRdRihnY3jU,spotify:album:5ppnlEoj4HdRRdRihnY3jU,,https://api.spotify.com/v1/albums/5ppnlEoj4HdRRdRihnY3jU,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0227ddd747545c0d0cfe7595fa'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485127ddd747545c0d0cfe7595fa'}]",https://open.spotify.com/album/5ppnlEoj4HdRRdRihnY3jU,2005-11-28,day,USSM10600677,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,"0EmeFodog0BfCgMzAIvKQp,7aBzpmFXB4WWpPl2F7RjBe"
74IXMd14CsvX9VvscbJAeB,35.0,True,,,1.0,218304.0,False,https://api.spotify.com/v1/tracks/74IXMd14CsvX9VvscbJAeB,Playstation,https://p.scdn.co/mp3-preview/f87a431427fa383bebbcbe8e109bfbee776925d2?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:74IXMd14CsvX9VvscbJAeB,Playstation,,single,74XloqBo42vi908HBued2z,spotify:album:74XloqBo42vi908HBued2z,,https://api.spotify.com/v1/albums/74XloqBo42vi908HBued2z,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734e09804ff6d7a6310ccb2942'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024e09804ff6d7a6310ccb2942'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514e09804ff6d7a6310ccb2942'}]",https://open.spotify.com/album/74XloqBo42vi908HBued2z,2020-11-06,day,TCAFE2084269,https://open.spotify.com/track/74IXMd14CsvX9VvscbJAeB,6cPVD6kanKOHKGNOBBMZjb
127QTOFJsJQp5LbJbu3A1y,82.0,True,,,1.0,247058.0,True,https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y,Toosie Slide,,1.0,spotify:track:127QTOFJsJQp5LbJbu3A1y,Toosie Slide,,single,3xIwVbGJuAcovYIhzbLO3J,spotify:album:3xIwVbGJuAcovYIhzbLO3J,,https://api.spotify.com/v1/albums/3xIwVbGJuAcovYIhzbLO3J,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736443676b54522a86f6323e65'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026443676b54522a86f6323e65'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516443676b54522a86f6323e65'}]",https://open.spotify.com/album/3xIwVbGJuAcovYIhzbLO3J,2020-04-03,day,USUG12001281,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,3TVXtAsR1Inumwj472S9r4
7vVsDu0gTg6oZtrKy7pXcW,61.0,True,,,1.0,238826.0,False,https://api.spotify.com/v1/tracks/7vVsDu0gTg6oZtrKy7pXcW,Can I Get an Outlaw,https://p.scdn.co/mp3-preview/b82d0daaaf40e39b429498a7d66205b6f4779665?cid=e44e7b8278114c7db211c00ea273ac69,2.0,spotify:track:7vVsDu0gTg6oZtrKy7pXcW,Can I Get an Outlaw,,single,7ENhewQQ9Hp8mdEAyIsWvW,spotify:album:7ENhewQQ9Hp8mdEAyIsWvW,,https://api.spotify.com/v1/albums/7ENhewQQ9Hp8mdEAyIsWvW,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e900ecbdd83405dcbe99bbb4'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e900ecbdd83405dcbe99bbb4'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e900ecbdd83405dcbe99bbb4'}]",https://open.spotify.com/album/7ENhewQQ9Hp8mdEAyIsWvW,2016-11-04,day,TCABY1424550,https://open.spotify.com/track/7vVsDu0gTg6oZtrKy7pXcW,718COspgdWOnwOFpJHRZHS
