isrc,artistName,url,discNumber,genreNames,durationInMillis,releaseDate,name,albumName,trackNumber,composerName,artwork.width,artwork.height,artwork.url,artwork.bgColor,artwork.textColor1,artwork.textColor2,artwork.textColor3,artwork.textColor4,playParams.id,playParams.kind
QM6P41532261,Bullwinkle Boyz,https://music.apple.com/us/album/hell-2-da-naw/1039272305?app=music&at=1000l33QU&i=1039272436&mt=1,1.0,"['R&B/Soul', 'Music']",212661.0,2015-08-07,Hell 2 da Naw,Hell 2 da Naw - Single,1.0,Bullwinkle Boyz,3000.0,3000.0,https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/27/0b/bd/270bbde8-80ce-acbe-0214-3c14adfada5e/889845668152.jpg/{w}x{h}bb.jpeg,ffffff,140004,1c0b0e,433336,493c3e,1039272436,song
ITS131800097,ACR,https://music.apple.com/us/album/selfish-desires-extended-mix/1403465213?app=music&at=1000l33QU&i=1403465407&mt=1,1.0,"['Dance', 'Music']",300000.0,2018-06-29,Selfish Desires (Extended Mix),Selfish Desires - Single,2.0,A. Cresceri,1440.0,1440.0,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/88/70/8a/88708a31-0973-d80a-5188-0070a08051f8/cover.jpg/{w}x{h}bb.jpeg,fefefe,000000,0e0e0e,333332,3e3e3e,1403465407,song
USEE10900657,Run-DMC,https://music.apple.com/us/album/its-tricky/323716512?app=music&at=1000l33QU&i=323716586&mt=1,1.0,"['Soundtrack', 'Music']",182840.0,1986-05-15,It's Tricky,Can't Hardly Wait (Music from the Motion Picture),9.0,"Darryl McDaniels, Jason Mizell, Joseph Simmons & Rick Rubin",1425.0,1425.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/b7/49/71/b749714a-abc9-f378-ba96-3f22240a7d79/mzi.wmucjydb.jpg/{w}x{h}bb.jpeg,0f090d,f0f4f6,e1db4e,c3c5c7,b7b141,323716586,song
TCAEW2040209,Headass,https://music.apple.com/us/album/rhythm-thief-but-cursed/1512655396?app=music&at=1000l33QU&i=1512655398&mt=1,1.0,"['Comedy', 'Music']",114425.0,2020-05-06,Rhythm Thief but Cursed,Rhythm Thief but Cursed - Single,1.0,Jeremy Abdo,1600.0,1600.0,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/96/99/a5/9699a52d-6d1e-6232-3fd3-51709ee96812/859739196900_cover.jpg/{w}x{h}bb.jpeg,e3ddcf,0d0f0d,3e2d28,373834,5f5049,1512655398,song
NLF711807064,Loud Luxury,https://music.apple.com/us/album/body-feat-brando-chus-ceballos-remix/1413832965?app=music&at=1000l33QU&i=1413833531&mt=1,1.0,"['Dance', 'Music']",207097.0,2018-06-22,Body (feat. brando) [Chus & Ceballos Remix],Body (feat. Brando) - Single,5.0,"M. McClain, A. Fedyk, J. De Pace & C. Lopes",3000.0,3000.0,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/10/8a/c3/108ac319-6f6c-9c98-9260-a9ad1bfe59d9/8718522214714.png/{w}x{h}bb.jpeg,ffbad6,070708,0b0b0c,392b31,3c2e34,1413833531,song
USZHR1800401,Tech N9ne,https://music.apple.com/us/album/red-kingdom/1497362767?app=music&at=1000l33QU&i=1497362770&mt=1,1.0,"['Rap', 'Music', 'Hip-Hop/Rap']",141715.0,2019-09-11,Red Kingdom,Red Kingdom - Single,1.0,Aaron D. Yates & Tarrel C. Gulledge,1400.0,1400.0,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/28/7a/51/287a5139-d7ff-c106-bb0f-9e8417b3a4e9/850002640250_Cover.jpg/{w}x{h}bb.jpeg,000000,feff05,fa302c,cbcb03,c82623,1497362770,song
INS171100414,Hariharan & Yuvan Shankar Raja,https://music.apple.com/us/album/venmegam-from-yaaradi-nee-mohini/997702961?app=music&at=1000l33QU&i=997702976&mt=1,1.0,"['Tamil', 'Music', 'Indian', 'Regional Indian']",274853.0,2008-02-09,"Venmegam (From ""Yaaradi Nee Mohini"")",2008 Top Tamil Hits,5.0,Yuvan Shankar Raja,1500.0,1500.0,https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/49/81/cc/4981cc48-221d-bc38-67b2-92f24f993fab/886445292183.jpg/{w}x{h}bb.jpeg,eae6e7,080d12,4f1508,36383d,6e3f35,997702976,song
GBCPZ1916610,Endor,https://music.apple.com/us/album/pump-it-up/1502424080?app=music&at=1000l33QU&i=1502424081&mt=1,1.0,"['House', 'Music', 'Dance', 'Electronic']",150635.0,2019-09-13,Pump It Up,Pump It Up - Single,1.0,"Michael Anthony Hall, Leonardo Stella & Daniel Hardingham",3000.0,3000.0,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/4b/eb/4e/4beb4e73-0564-de74-4891-1d537db31ccb/8718522294068.png/{w}x{h}bb.jpeg,010101,ffffff,fa0235,cccccc,c8012a,1502424081,song
USDY41892663,Juan,https://music.apple.com/us/album/bright-low/1390217548?app=music&at=1000l33QU&i=1390217555&mt=1,1.0,"['Electronic', 'Music', 'Holiday']",261539.0,2018-05-16,Bright Low,Music Hot,3.0,Jorge Omar Ortega,1400.0,1400.0,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/32/bf/98/32bf980a-6846-f13d-0c97-c1d6e7a3a046/192914385165.jpg/{w}x{h}bb.jpeg,7091bf,161616,161616,282f38,282f38,1390217555,song
USUM72019324,KAROL G,https://music.apple.com/us/album/bichota/1535249783?app=music&at=1000l33QU&i=1535249794&mt=1,1.0,"['Urbano latino', 'Music', 'Latin']",178537.0,2020-10-23,BICHOTA,BICHOTA - Single,1.0,"Carolina Giraldo Navarro, Daniel Echavarria Oviedo, Julio Manuel González Tavarez, Cristian Andrés Salazar & Justin Rafael Quiles",3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/5c/d2/63/5cd263d1-3320-e735-f18b-cd42f61bdce7/20UMGIM85806.rgb.jpg/{w}x{h}bb.jpeg,1c3934,efe3cf,dcdcdc,c4c1b0,b6bcbb,1535249794,song
QZGLM1950995,Mc Jacare,https://music.apple.com/us/album/senta-no-fazendeiro/1472056247?app=music&at=1000l33QU&i=1472056248&mt=1,1.0,"['Baile Funk', 'Music', 'Brazilian']",146233.0,2019-07-01,Senta no Fazendeiro,Senta no Fazendeiro - Single,1.0,Mc Jacare,3000.0,3000.0,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/93/94/a9/9394a93e-5c05-5a43-6a9f-7e7b6491d790/0.jpg/{w}x{h}bb.jpeg,f7f7ef,100c02,231902,3e3b31,4d4531,1472056248,song
QZMZ92059272,Nêgo Jhá©,https://music.apple.com/us/album/cabar%C3%A9/1531819741?app=music&at=1000l33QU&i=1531819743&mt=1,1.0,"['Funk', 'Music', 'R&B/Soul', 'Pop']",168882.0,2020-09-07,Cabaré,O Pai Ta On - EP,2.0,Guilherme Santana,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/10/ae/e6/10aee6b2-9dbc-acde-0e79-d8bf698c5707/0.jpg/{w}x{h}bb.jpeg,a03585,faf9f7,ffbd71,e8d2e0,eba175,1531819743,song
USSM10600677,Shakira,https://music.apple.com/us/album/hips-dont-lie-feat-wyclef-jean/155658405?app=music&at=1000l33QU&i=155658510&mt=1,1.0,"['Pop', 'Music']",218093.0,2005-09-25,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",3.0,"Shakira, Wyclef Jean, Jerry Duplessis, Omar Alfanno, LaTabia Parker & Luis Diaz",1413.0,1413.0,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/2a/33/9a/2a339a01-28f3-3ddd-f9e7-30c837f046cc/dj.bvmymfoa.jpg/{w}x{h}bb.jpeg,161719,cfd0d7,dfbe9d,aaabb1,b69c83,155658510,song
TCAFE2084269,Ali Berke,https://music.apple.com/us/album/playstation/1537291613?app=music&at=1000l33QU&i=1537291618&mt=1,1.0,"['Pop', 'Music', 'Electronic']",218304.0,2020-11-06,Playstation,Playstation - Single,1.0,Alison Berke & Donnie Klang,4513.0,4513.0,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/c9/09/02/c90902c8-5818-cd47-3d08-e413c01708f4/859743165091_cover.jpg/{w}x{h}bb.jpeg,000000,fffb8d,d89514,cbc870,ad7710,1537291618,song
USUG12001281,Drake,https://music.apple.com/us/album/toosie-slide/1505943426?app=music&at=1000l33QU&i=1505943432&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",247059.0,2020-04-03,Toosie Slide,Toosie Slide - Single,1.0,Aubrey Graham & O. Yildirim,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/0c/7c/f7/0c7cf7d5-6455-4416-a8ec-d48c8cc0a3b2/20UMGIM25453.rgb.jpg/{w}x{h}bb.jpeg,7db6e1,000000,1a1e2e,19242d,2d3c52,1505943432,song
TCABY1424550,Luke Combs,https://music.apple.com/us/album/can-i-get-an-outlaw/1402322178?app=music&at=1000l33QU&i=1402322637&mt=1,1.0,"['Country', 'Music', 'Pop']",238827.0,2014-07-01,Can I Get an Outlaw,Can I Get an Outlaw - Single,2.0,,1600.0,1600.0,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/dc/88/67/dc886741-029f-6222-6e05-609cefa38ff8/859727354213_cover.jpg/{w}x{h}bb.jpeg,ffffff,0d0d0d,0f0f10,3d3d3d,3f3f3f,1402322637,song
USRC11200787,P!nk,https://music.apple.com/us/album/true-love-feat-lily-allen/545398133?app=music&at=1000l33QU&i=545398140&mt=1,1.0,"['Pop', 'Music', 'R&B/Soul', 'Dance', 'Rock', 'Pop/Rock', 'Teen Pop', 'Contemporary R&B', 'Electronic']",230740.0,2012-09-14,True Love (feat. Lily Allen),The Truth About Love,5.0,"P!nk, Greg Kurstin & Lily Allen",1500.0,1500.0,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/e3/13/29/e31329a6-f845-e544-ac68-8aeaba6e6f40/886443562097.jpg/{w}x{h}bb.jpeg,e6dbbf,040507,2b2820,31302b,504c40,545398140,song
USSM11000625,Sean Kingston & Justin Bieber,https://music.apple.com/us/album/eenie-meenie/359966550?app=music&at=1000l33QU&i=359966562&mt=1,1.0,"['Pop', 'Music', 'Rock']",201880.0,2010-03-19,Eenie Meenie,Eenie Meenie - Single,1.0,"Justin Bieber, Benny Blanco, Kisean Anderson, Carlos Battey, Steven Battey, Marcos Palacios & Ernest Clark",600.0,600.0,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/0d/b5/7c/0db57c45-4005-e228-0c14-d73b04407a19/mzi.edakdecd.jpg/{w}x{h}bb.jpeg,131210,f8f8f6,f3d1b9,cacac8,c6ab97,359966562,song
QZDA82057367,El Esca,https://music.apple.com/us/album/chill-beat/1508839787?app=music&at=1000l33QU&i=1508839789&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",224772.0,2018-07-17,Chill Beat,R.E.T.R.O - EP,2.0,Lucas NicolÃ¡s Scatularo,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/4e/f8/c3/4ef8c308-733d-8390-178e-05d58a2abe0a/artwork.jpg/{w}x{h}bb.jpeg,5f9fbb,0c0104,0b0306,1c2129,1c222a,1508839789,song
USWB10502457,Fort Minor,https://music.apple.com/us/album/remember-the-name-feat-styles-of-beyond/95787592?app=music&at=1000l33QU&i=95786277&mt=1,1.0,"['Hip-Hop/Rap', 'Music', 'Rap', 'Alternative Rap', 'Rock', 'Hard Rock', 'Metal']",230493.0,2005-10-03,Remember the Name (feat. Styles of Beyond),The Rising Tied (Deluxe Version),2.0,"Mike Shinoda, Ryan Maginn & Takbir Bashir",1425.0,1425.0,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/e8/e3/fd/e8e3fd40-94e1-5637-01fc-f852a24a61ee/093624992066.jpg/{w}x{h}bb.jpeg,e2e7e0,0d0e0a,313128,373935,54564d,95786277,song
NLZ542001176,"Kris Kross Amsterdam, Lil Kleine & Yade Lauren",https://music.apple.com/us/album/mij-niet-eens-gezien/1523660697?app=music&at=1000l33QU&i=1523660698&mt=1,1.0,"['Dance', 'Music']",186500.0,2020-07-24,Mij Niet Eens Gezien,Mij Niet Eens Gezien - Single,1.0,"J.W. Rozenboom, B. van Daalen, J. Huisman, J. Scholten, J. van der Voort, J.L. Clevers, S. Huisman & Y. Kempees",1500.0,1500.0,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/04/c9/14/04c914f9-8ed2-478e-618b-bcd8dac78a68/190295174361.jpg/{w}x{h}bb.jpeg,870edf,f1f1d8,f4efeb,dcc4d9,dec2e8,1523660698,song
USQ4E1602375,Fernando Velázquez,https://music.apple.com/us/album/the-monster-wakes-up/1178744047?app=music&at=1000l33QU&i=1178744275&mt=1,1.0,"['Soundtrack', 'Music']",202973.0,2016-09-30,The Monster Wakes Up,A Monster Calls - Original Motion Picture Soundtrack,4.0,Fernando Velázquez,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music22/v4/41/01/82/4101820d-6c59-b95c-635f-284f47f0563a/A_MONSTER_CALLS_3000pxls.jpg/{w}x{h}bb.jpeg,fcfcd9,1c0a12,2c191b,493b39,554641,1178744275,song
AUUM71001517,Bag Raiders,https://music.apple.com/us/album/shooting-stars/1440810476?app=music&at=1000l33QU&i=1440810921&mt=1,1.0,"['Pop', 'Music']",235813.0,2008-10-15,Shooting Stars,Bag Raiders (Deluxe),3.0,Bag Raiders,1500.0,1500.0,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/92/fb/e3/92fbe371-a08d-558e-067f-0e3a5e2f2bda/00602527934488.rgb.jpg/{w}x{h}bb.jpeg,e4ddd3,000000,1f1c17,2d2c2a,47423c,1440810921,song
USAT22001015,Jack Harlow,https://music.apple.com/us/album/whats-poppin/1502760060?app=music&at=1000l33QU&i=1502760065&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",139741.0,2020-01-21,WHATS POPPIN,Sweet Action,1.0,"Jack Harlow, Tahj Morgan, Darryl Clemons, John W. Lucas, Nathan Ward II & Carlos Goodwin",1425.0,1425.0,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1f/41/ac/1f41ace1-e06c-25bd-3f8c-25a2d2bf2693/075679823168.jpg/{w}x{h}bb.jpeg,dadada,141414,232323,3b3b3b,484848,1502760065,song
USHR10723111,Aly & AJ,https://music.apple.com/us/album/potential-breakup-song/1444199068?app=music&at=1000l33QU&i=1444199217&mt=1,1.0,"['Pop', 'Music']",219773.0,2007-06-26,Potential Breakup Song,Insomniatic,1.0,"Aly Michalka, AJ Michalka, Antonina Arnato & Tim James",1423.0,1421.0,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/ef/9b/63/ef9b63fd-f512-3061-e1d0-19abe4451dd2/00720616264220.rgb.jpg/{w}x{h}bb.jpeg,030306,d1cab0,c8c7bf,a7a28e,a1a09a,1444199217,song
INA091916753,Armaan Malik & Thaman S.,https://music.apple.com/us/album/buttabomma-from-ala-vaikunthapurramuloo/1492854572?app=music&at=1000l33QU&i=1492854573&mt=1,1.0,"['Telugu', 'Music', 'Indian', 'Regional Indian']",198783.0,2019-12-24,"Buttabomma (From ""Ala Vaikunthapurramuloo"")","Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",1.0,Thaman S. & Ramajogayya Sastry,1440.0,1440.0,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/19/58/9e/19589e6d-bec0-b613-326c-dc7b72cb8f64/cover.jpg/{w}x{h}bb.jpeg,c4cac6,000000,242624,272927,444744,1492854573,song
US85C0502287,The Hit Crew,https://music.apple.com/us/album/save-a-horse-ride-a-cowboy/1443424535?app=music&at=1000l33QU&i=1443425206&mt=1,1.0,"['Country', 'Music']",204920.0,2016-03-03,Save a Horse (Ride a Cowboy),Drew's Famous Country Line Dancing Party Music,7.0,John Rich & Big Kenny,3000.0,3000.0,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/78/48/83/78488338-962f-89a5-8364-ef4c7b7f940f/00790617242121.rgb.jpg/{w}x{h}bb.jpeg,341300,e0946a,d29067,bd7a55,b27753,1443425206,song
ZZOPM1901367,"Migos, KAROL G, Snoop Dogg & Rock Mafia",https://music.apple.com/us/album/my-family-from-addams-family-original-motion-picture/1478935963?app=music&at=1000l33QU&i=1478935971&mt=1,1.0,"['Soundtrack', 'Music']",177353.0,2019-09-13,"My Family (From ""The Addams Family"" Original Motion Picture Soundtrack)","My Family (From ""The Addams Family"" Original Motion Picture Soundtrack) - Single",1.0,"Antonina Armato, Calvin Broadus Jr., Carolina Giraldo, Danny Parra, Quavious Keyate Marshall, Tim James & Vic Mizzy",1500.0,1500.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/20/f2/9f/20f29f8d-b8b7-910b-9568-1f28435625de/190296878138.jpg/{w}x{h}bb.jpeg,fdfdfd,000000,1a1a1a,323232,474747,1478935971,song
QM6N21999015,ALEX&RUS,https://music.apple.com/us/album/%D0%B4%D0%B8%D0%BA%D0%B0%D1%8F-%D0%BB%D1%8C%D0%B2%D0%B8%D1%86%D0%B0/1470389540?app=music&at=1000l33QU&i=1470389541&mt=1,1.0,"['Pop', 'Music']",164769.0,2019-07-03,Дикая львица,Дикая львица - Single,1.0,"Алексей Гречаник, Рустам Агаев & Кирилл Музычук",3000.0,3000.0,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/8b/3c/5e/8b3c5e04-610c-eb16-8920-68a2e3b2b086/194491029081.jpg/{w}x{h}bb.jpeg,181e32,f0a17b,e59565,c4876c,bc7d5b,1470389541,song
BEJ019000009,Stef Bos,https://music.apple.com/us/album/papa/330436304?app=music&at=1000l33QU&i=330436410&mt=1,1.0,"['Pop', 'Music', 'Worldwide']",193760.0,2000-08-16,Papa,Het Beste Van Stef Bos (Noord & Zuid),4.0,,3193.0,2769.0,https://is2-ssl.mzstatic.com/image/thumb/Music/fc/e6/10/mzi.xbtdqnbq.jpg/{w}x{h}bb.jpeg,354291,b8c1fd,9eb7f9,9ea8e7,89a0e4,330436410,song
DKBKA0201518,Sigurd Barrett,https://music.apple.com/us/album/pilfingerdansen-remix/1521488169?app=music&at=1000l33QU&i=1521489127&mt=1,1.0,"[""Children's Music"", 'Music']",156360.0,1999-01-01,Pilfingerdansen (Remix),Børnesange Fra Sigurds Bjørnetime – Børnemusik Med Sigurd Barrett,40.0,Sigurd Barrett,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/a5/31/44/a5314416-8eb7-63fa-9a92-68902f237b12/20UMGIM30016.rgb.jpg/{w}x{h}bb.jpeg,990d45,b6eaf6,a6e8fe,b0bed3,a3bcd9,1521489127,song
GBCPZ1814184,David Penn,https://music.apple.com/us/album/nobody-club-mix/1424428062?app=music&at=1000l33QU&i=1424428349&mt=1,1.0,"['Dance', 'Music', 'House']",411000.0,2018-09-14,Nobody (Club Mix),Nobody (Club Mix) - Single,1.0,David Penn,4000.0,4000.0,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cf/be/b0/cfbeb0fd-6d72-2e06-44cb-5b6532636560/826194419592.jpg/{w}x{h}bb.jpeg,010101,ffffff,d4d4d4,cccccc,aaaaaa,1424428349,song
QZFZ72014310,Jjakoveertien,https://music.apple.com/us/album/bandiet/1503293607?app=music&at=1000l33QU&i=1503293610&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",191656.0,2020-03-19,Bandiet,Bandiet - Single,1.0,Griffin Barron,3000.0,3000.0,https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/e8/09/31/e8093175-91e8-93a1-7565-01cac7f140ca/artwork.jpg/{w}x{h}bb.jpeg,0f0f11,dfdfe1,c9c6cb,b5b5b7,a4a2a5,1503293610,song
USRC11400866,Becky G.,https://music.apple.com/us/album/shower/868199032?app=music&at=1000l33QU&i=868199261&mt=1,1.0,"['Pop', 'Music', 'Hip-Hop/Rap', 'Rap', 'Rock']",206167.0,2014-04-23,Shower,Shower - Single,1.0,"Rebbeca Marie Gomez, Lukasz Gottwald & Henry Walter",1500.0,1500.0,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/41/ea/80/41ea8051-ab79-9d6a-6c56-6f77a074419c/dj.jgevzlxu.jpg/{w}x{h}bb.jpeg,000000,eddeb8,ef4943,beb293,bf3b35,868199261,song
USWB11505334,Andra Day,https://music.apple.com/us/album/rise-up/1545610680?app=music&at=1000l33QU&i=1545612631&mt=1,1.0,"['R&B/Soul', 'Music']",253342.0,2015-08-28,Rise Up,Viral Hits,46.0,,1400.0,1400.0,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/58/93/54/58935402-ff36-4039-9467-d79b298071af/5059460064119.jpg/{w}x{h}bb.jpeg,00e2d2,010001,2b1c1b,012d2b,23433f,1545612631,song
GBKQU1777771,Pascal Letoublon,https://music.apple.com/us/album/friendships/1268721223?app=music&at=1000l33QU&i=1268721227&mt=1,1.0,"['House', 'Music', 'Dance']",242016.0,2017-09-05,Friendships,Friendships - Single,1.0,,1400.0,1400.0,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/46/00/96/4600965e-5c7c-10f5-f606-a07500af6f13/cover.jpg/{w}x{h}bb.jpeg,2a9ab8,030709,161616,0b242c,1a3137,1268721227,song
USUMG0000356,The Love Unlimited Orchestra,https://music.apple.com/us/album/loves-theme-single-version/1428815724?app=music&at=1000l33QU&i=1428816932&mt=1,1.0,"['R&B/Soul', 'Music']",219147.0,1973-01-01,Love's Theme (Single Version),Love's Theme: The Best of the 20th Century Records Singles,1.0,Barry White,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/74/8d/20/748d20da-4b92-df9f-510d-2ca2855e13a7/00602567111931.rgb.jpg/{w}x{h}bb.jpeg,a61414,fffffa,fad1c4,edd0cc,e9aba1,1428816932,song
USUM72021500,Billie Eilish,https://music.apple.com/us/album/therefore-i-am/1539499185?app=music&at=1000l33QU&i=1539499186&mt=1,1.0,"['Alternative', 'Music']",174321.0,2020-11-12,Therefore I Am,Therefore I Am - Single,1.0,Billie Eilish & FINNEAS,5000.0,5000.0,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/54/9f/80/549f80d9-9977-1ec2-89c6-01e8a0d9a096/20UMGIM99589.rgb.jpg/{w}x{h}bb.jpeg,ad3017,f7f9f1,f9f2eb,e8d1c5,eaccc0,1539499186,song
NLA521502371,Danny Rousseau,https://music.apple.com/us/album/boer-harms/1030809095?app=music&at=1000l33QU&i=1030810475&mt=1,1.0,"['Worldwide', 'Music']",136560.0,2015-08-01,Boer Harms,"Allergrootste Hammond Hits, Vol. 3",18.0,,1500.0,1500.0,https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/e1/6c/30/e16c301c-6f52-630d-5116-b84a08be13b6/889845557418.jpg/{w}x{h}bb.jpeg,10160a,fdfffe,81df0c,cdd0cd,6ab60b,1030810475,song
DEZC62001620,Iuna Lux,https://music.apple.com/us/album/cigarettes/1532034693?app=music&at=1000l33QU&i=1532034695&mt=1,1.0,"['Pop', 'Music']",207896.0,2020-10-02,Cigarettes,Cigarettes - Single,1.0,Christoph Hundhammer,3000.0,3000.0,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/3c/bc/50/3cbc507b-cecf-a062-41e2-fc4343e3d907/cover_4064832177701.jpg/{w}x{h}bb.jpeg,0e0b26,ddd7ef,ccd0d6,b4aec7,a6a8b3,1532034695,song
CA6MD1500001,The Strumbellas,https://music.apple.com/us/album/spirits/1451008595?app=music&at=1000l33QU&i=1451008599&mt=1,1.0,"['Alternative', 'Music', 'Rock']",203653.0,2015-01-22,Spirits,Hope,1.0,The Strumbellas & Brian Pickett,1500.0,1500.0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/b9/17/65/b91765bd-0765-fb43-02b7-76e7d5bf1c00/44003184459_1.jpg/{w}x{h}bb.jpeg,354779,fdfed1,fbb9a3,d5d9c0,d4a29a,1451008599,song
CA5KR2079526,DDG,https://music.apple.com/us/album/moonwalking-in-calabasas-remix-feat-blueface/1528404926?app=music&at=1000l33QU&i=1528404927&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",170233.0,2021-03-05,Moonwalking in Calabasas Remix (feat. Blueface),Moonwalking in Calabasas Remix (feat. Blueface) - Single,1.0,Darryl Granberry,3000.0,3000.0,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/54/1c/05/541c05f2-142a-1e63-2d6a-154919640b7a/cover.jpg/{w}x{h}bb.jpeg,2d2c28,e6d9d2,e4c1b4,c1b6b0,bfa398,1528404927,song
USUM72013339,Pop Smoke,https://music.apple.com/us/album/what-you-know-bout-love/1521889004?app=music&at=1000l33QU&i=1521889954&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",160000.0,2020-07-03,What You Know Bout Love,Shoot For The Stars Aim For The Moon,15.0,"Bashar Jackson, Tashim Zene, Troy Oliver & Elgin Lumpkin",3000.0,3000.0,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/1c/ed/39/1ced39e0-c34d-52b0-021c-ff967f21f5bf/20UMGIM55833.rgb.jpg/{w}x{h}bb.jpeg,000000,ffffff,dddddd,cbcbcb,b0b0b0,1521889954,song
QZDA61970638,Bcaizm,https://music.apple.com/us/album/on-the-block/1459035596?app=music&at=1000l33QU&i=1459035597&mt=1,1.0,"['Hip-Hop/Rap', 'Music', 'Reggae']",157336.0,2019-04-03,On the Block,On the Block - Single,1.0,Brad Charles Anthony,3000.0,3000.0,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/59/3b/1d/593b1d15-6c4d-ec09-9f58-dbd1eadc2cee/artwork.jpg/{w}x{h}bb.jpeg,000000,ffffff,e2ba84,cbcbcb,b59569,1459035597,song
QZK6M2028073,CORPSE & Savage Ga$p,https://music.apple.com/us/album/e-girls-are-ruining-my-life/1534761639?app=music&at=1000l33QU&i=1534761640&mt=1,1.0,"['Hip-Hop/Rap', 'Music', 'Alternative']",105176.0,2020-08-21,E-Girls Are Ruining My Life!,E-Girls Are Ruining My Life! - Single,1.0,CORPSE H,3000.0,3000.0,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/d1/b5/71/d1b5716d-a8bf-a37d-56e4-b499fde3d1fb/artwork.jpg/{w}x{h}bb.jpeg,110d0a,cdbeb8,cdb0a3,a89a95,a78f85,1534761640,song
USSM11000625,Sean Kingston & Justin Bieber,https://music.apple.com/us/album/eenie-meenie/359966550?app=music&at=1000l33QU&i=359966562&mt=1,1.0,"['Pop', 'Music', 'Rock']",201880.0,2010-03-19,Eenie Meenie,Eenie Meenie - Single,1.0,"Justin Bieber, Benny Blanco, Kisean Anderson, Carlos Battey, Steven Battey, Marcos Palacios & Ernest Clark",600.0,600.0,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/0d/b5/7c/0db57c45-4005-e228-0c14-d73b04407a19/mzi.edakdecd.jpg/{w}x{h}bb.jpeg,131210,f8f8f6,f3d1b9,cacac8,c6ab97,359966562,song
QZHN42046331,Kenyi,https://music.apple.com/us/album/up-beat-married-life/1515626529?app=music&at=1000l33QU&i=1515626530&mt=1,1.0,"['Hip-Hop/Rap', 'Music']",90758.0,2020-05-20,Up Beat (Married Life),Up Beat (Married Life) - Single,1.0,Michael Giacchino,3000.0,3000.0,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/e3/3c/e1/e33ce123-ecdb-e48e-bda1-e8870c001fa7/artwork.jpg/{w}x{h}bb.jpeg,12101b,a8a4de,5985ff,8a87b7,4a6ed1,1515626530,song
